obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""598.2275""","=""0.0014""","=""598.228569""","=""0.000018""","=""3000""","=""""",,"=""64089.8990""","=""80801.28887""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""""","=""L17684""",
"=""598.2671""","=""0.0014""","=""598.267752""","=""0.000011""","=""6800""","=""""",,"=""64090.99351""","=""80801.28887""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""""","=""L17684""",
"=""598.4260""","=""0.0014""","=""598.4256""","=""0.0006""","=""6000""","=""""",,"=""69710.68728""","=""86416.575""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.6s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""""","=""""","=""598.6391""","=""0.0006""","=""""","=""3.1e-04""",D,"=""69689.49393""","=""86389.425""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.5d""","=""3D*""","=""2""",,"=""T5520LS""","=""""",
"=""598.9014""","=""0.0014""","=""598.903753""","=""0.000018""","=""10000""","=""""",,"=""64089.8990""","=""80782.44916""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""598.9401""","=""0.0014""","=""598.943026""","=""0.000011""","=""4600""","=""""",,"=""64090.99351""","=""80782.44916""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""""","=""""","=""599.0978""","=""0.0014""","=""""","=""2.3e-04""",D,"=""69710.68728""","=""86397.83""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""3D*""","=""3""",,"=""T5520LS""","=""""",
"=""""","=""""","=""599.3498""","=""0.0006""","=""""","=""2.2e-04""",D,"=""69689.49393""","=""86369.622""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.6s""","=""3P*""","=""2""",,"=""T5520LS""","=""""",
"=""""","=""""","=""599.3997""","=""0.0006""","=""""","=""1.4e-03""",D,"=""69710.68728""","=""86389.425""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""3D*""","=""2""",,"=""T5520LS""","=""""",
"=""599.6057""","=""0.0014""","=""599.6044""","=""0.0011""","=""1700""","=""1.5e-03""",D,"=""69689.49393""","=""86362.54""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.5d""","=""3D*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""600.1126""","=""0.0014""","=""600.1123""","=""0.0006""","=""35000""","=""3.2e-03""",D,"=""69710.68728""","=""86369.622""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.6s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""600.2982""","=""0.0014""","=""600.2981""","=""0.0014""","=""6300""","=""1.8e-03""",D,"=""69744.05213""","=""86397.83""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.5d""","=""3D*""","=""3""",,"=""T5520LS""","=""L17684""",
"=""600.3666""","=""0.0014""","=""600.3675""","=""0.0011""","=""2100""","=""5.e-04""",D,"=""69710.68728""","=""86362.54""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""3D*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""600.6028""","=""0.0014""","=""600.6012""","=""0.0006""","=""23000""","=""3.1e-04""",D,"=""69744.05213""","=""86389.425""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.5d""","=""3D*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""600.7178""","=""0.0014""","=""600.7173""","=""0.0004""","=""9600""","=""5.e-03""",D,"=""69689.49393""","=""86331.651""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.6s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""601.0679""","=""0.0014""","=""601.0669""","=""0.0007""","=""12000""","=""2.1e-02""",D,"=""69689.49393""","=""86321.97""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.6s""","=""3P*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""601.2236""","=""0.0014""","=""601.2216""","=""0.0011""","=""6400""","=""3.7e-03""",D,"=""69689.49393""","=""86317.69""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.5d""","=""3F*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""601.322""","=""0.003""","=""601.3166""","=""0.0006""","=""79000*""","=""1.8e-02""",D,"=""69744.05213""","=""86369.622""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.6s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""601.322""","=""0.003""","=""601.32518""","=""0.00018""","=""79000*""","=""4.4e-03""",D,"=""69744.05213""","=""86369.385""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.5d""","=""3F*""","=""4""",,"=""T5520LS""","=""L17684""",
"=""601.4845""","=""0.0014""","=""601.4833""","=""0.0004""","=""14000""","=""1.6e-02""",D,"=""69710.68728""","=""86331.651""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.6s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""601.6449""","=""0.0014""","=""601.64487""","=""0.00005""","=""16000""","=""3.9e-03""",D,"=""69710.68728""","=""86327.1863""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""3F*""","=""3""",,"=""T5520LS""","=""L17684""",
"=""601.9866""","=""0.0014""","=""601.9889""","=""0.0011""","=""1700""","=""7.e-04""",D,"=""69710.68728""","=""86317.69""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""3F*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""""","=""""","=""602.85537""","=""0.00005""","=""""","=""5.e-04""",D,"=""69744.05213""","=""86327.1863""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.5d""","=""3F*""","=""3""",,"=""T5520LS""","=""""",
"=""""","=""""","=""603.2008""","=""0.0011""","=""""","=""1.9e-05""",D,"=""69744.05213""","=""86317.69""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.5d""","=""3F*""","=""2""",,"=""T5520LS""","=""""",
"=""603.9171""","=""0.0014""","=""603.9162""","=""0.0011""","=""1400""","=""""",,"=""72610.73530""","=""89164.74""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""604.2457""","=""0.0014""","=""604.2458""","=""0.0015""","=""1400""","=""""",,"=""72610.73530""","=""89155.71""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L17684""",
"=""604.4793""","=""0.0014""","=""604.4782""","=""0.0011""","=""930""","=""""",,"=""72610.73530""","=""89149.35""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""606.2089""","=""0.0014""","=""606.2093""","=""0.0011""","=""1100""","=""9.e-04""",D,"=""71352.54344""","=""87843.93""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.6d""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""""","=""""","=""606.62""","=""0.06""","=""""","=""2.6e-03""",D,"=""71364.93596""","=""87845.1""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.6d""","=""3P*""","=""0""",,"=""T5520LS""","=""""",
"=""""","=""""","=""606.6652""","=""0.0011""","=""""","=""6.e-04""",D,"=""71364.93596""","=""87843.93""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.6d""","=""3P*""","=""1""",,"=""T5520LS""","=""""",
"=""606.8267""","=""0.0014""","=""606.82899""","=""0.00003""","=""1700""","=""""",,"=""69710.68728""","=""86185.2332""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""1D*""","=""2""",,"=""""","=""L17684""",
"=""607.0833""","=""0.0014""","=""607.0838""","=""0.0007""","=""2200""","=""6.e-04""",D,"=""71364.93596""","=""87832.568""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.6d""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""""","=""""","=""607.4199""","=""0.0011""","=""""","=""1.1e-03""",D,"=""71385.40992""","=""87843.93""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.6d""","=""3P*""","=""1""",,"=""T5520LS""","=""""",
"=""607.8395""","=""0.0014""","=""607.8395""","=""0.0007""","=""3800""","=""1.9e-03""",D,"=""71385.40992""","=""87832.568""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.6d""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""607.9771""","=""0.0014""","=""607.9771""","=""0.0015""","=""1400""","=""""",,"=""72610.73530""","=""89054.17""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<1/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""608.6686""","=""0.0014""","=""608.6703""","=""0.0006""","=""1100""","=""""",,"=""71364.93596""","=""87789.646""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.7s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""609.2837""","=""0.0014""","=""609.2836""","=""0.0007""","=""2200""","=""""",,"=""71364.93596""","=""87773.113""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.6d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""609.4298""","=""0.0014""","=""609.4299""","=""0.0006""","=""1300""","=""""",,"=""71385.40992""","=""87789.646""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.7s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""609.8923""","=""0.0014""","=""609.8934""","=""0.0011""","=""1600""","=""""",,"=""71385.40992""","=""87777.18""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.6d""","=""3D*""","=""3""",,"=""""","=""L17684""",
"=""610.0028""","=""0.0014""","=""610.0029""","=""0.0007""","=""2600""","=""1.4e-03""",D,"=""71364.93596""","=""87753.763""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.7s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""610.0459""","=""0.0014""","=""610.0448""","=""0.0007""","=""7600""","=""""",,"=""71385.40992""","=""87773.113""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.6d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""610.7653""","=""0.0014""","=""610.7659""","=""0.0007""","=""2200""","=""4.2e-03""",D,"=""71385.40992""","=""87753.763""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.7s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""610.8526""","=""0.0014""","=""610.8523""","=""0.0006""","=""3300""","=""1.9e-03""",D,"=""71352.54344""","=""87718.583""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""611.3150""","=""0.0014""","=""611.3152""","=""0.0006""","=""1700""","=""1.4e-03""",D,"=""71364.93596""","=""87718.583""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""611.5850""","=""0.0014""","=""611.5842""","=""0.0009""","=""3900""","=""6.e-03""",D,"=""71364.93596""","=""87711.39""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.7s""","=""3P*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""612.0818""","=""0.0014""","=""612.0815""","=""0.0006""","=""3900""","=""2.3e-03""",D,"=""71385.40992""","=""87718.583""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""623.7265""","=""0.0014""","=""623.7257""","=""0.0012""","=""1500""","=""""",,"=""72610.73530""","=""88638.99""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""624.2699""","=""0.0014""","=""624.2698""","=""0.0016""","=""2300""","=""""",,"=""72610.73530""","=""88625.02""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L17684""",
"=""""","=""""","=""624.6599""","=""0.0016""","=""m(Ne I)""","=""""",,"=""72610.73530""","=""88615.02""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""629.2366""","=""0.0014""","=""629.2360""","=""0.0012""","=""3400""","=""2.1e-03""",D,"=""72610.73530""","=""88498.63""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""T5520""","=""L17684""",
"=""633.5704""","=""0.0014""","=""633.5698""","=""0.0010""","=""1400""","=""""",,"=""70743.97227""","=""86523.19""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5d""","=""3P*""","=""0""",,"=""""","=""L17684""",
"=""633.7196""","=""0.0014""","=""633.7177""","=""0.0006""","=""2100""","=""""",,"=""70743.97227""","=""86519.506""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5d""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""634.2315""","=""0.0014""","=""634.23204""","=""0.00008""","=""5000""","=""""",,"=""70743.97227""","=""86506.7138""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5d""","=""3P*""","=""2""",,"=""""","=""L17684""",
"=""637.8791""","=""0.0014""","=""637.8798""","=""0.0007""","=""1700""","=""""",,"=""70743.97227""","=""86416.575""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""638.9871""","=""0.0014""","=""638.9867""","=""0.0007""","=""5200""","=""""",,"=""70743.97227""","=""86389.425""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""639.7979""","=""0.0014""","=""639.7965""","=""0.0007""","=""11000""","=""5.e-03""",D,"=""70743.97227""","=""86369.622""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""641.3553""","=""0.0014""","=""641.3551""","=""0.0005""","=""6400""","=""5.e-03""",D,"=""70743.97227""","=""86331.651""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""641.7544""","=""0.0014""","=""641.7536""","=""0.0008""","=""3300""","=""5.e-03""",D,"=""70743.97227""","=""86321.97""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6s""","=""3P*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""642.924""","=""0.016""","=""642.9243""","=""0.0021""","=""2000w,bl(Fe)""","=""""",,"=""73975.92785""","=""89525.56""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""656.8708""","=""0.0014""","=""656.8727""","=""0.0008""","=""4100""","=""3.5e-03""",D,"=""72610.73530""","=""87830.18""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.6d""","=""1P*""","=""1""",,"=""T5520""","=""L17684""",
"=""657.8772""","=""0.0014""","=""657.8769""","=""0.0013""","=""3600""","=""""",,"=""72610.73530""","=""87806.95""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.6d""","=""1F*""","=""3""",,"=""""","=""L17684""",
"=""658.6273""","=""0.0014""","=""658.6269""","=""0.0007""","=""3600""","=""5.e-03""",D,"=""72610.73530""","=""87789.646""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.7s""","=""1P*""","=""1""",,"=""T5520""","=""L17684""",
"=""658.7608""","=""0.0014""","=""658.76211""","=""0.00003""","=""40000""","=""5.1e-02""",B,"=""68856.35208""","=""84032.1471""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.4d""","=""1P*""","=""1""",,"=""T5520,T6070""","=""L17684""",
"=""659.1446""","=""0.0014""","=""659.1457""","=""0.0006""","=""2300""","=""2.0e-03""",D,"=""71352.54344""","=""86519.506""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.5d""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""659.5240""","=""0.0014""","=""659.5244""","=""0.0010""","=""2300""","=""6.e-03""",D,"=""71364.93596""","=""86523.19""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5d""","=""3P*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""659.6849""","=""0.0014""","=""659.6848""","=""0.0006""","=""3000""","=""1.5e-03""",D,"=""71364.93596""","=""86519.506""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5d""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""660.2416""","=""0.0014""","=""660.24208""","=""0.00009""","=""5300""","=""1.3e-02""",D,"=""71364.93596""","=""86506.7138""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5d""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""660.5785""","=""0.0014""","=""660.5772""","=""0.0006""","=""2300""","=""2.5e-03""",D,"=""71385.40992""","=""86519.506""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5d""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""661.1354""","=""0.0014""","=""661.13604""","=""0.00009""","=""7900""","=""4.4e-03""",D,"=""71385.40992""","=""86506.7138""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5d""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""661.7241""","=""0.0014""","=""661.7249""","=""0.0007""","=""2000""","=""""",,"=""72610.73530""","=""87718.583""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""665.10""","=""0.03""","=""665.1008""","=""0.0008""","=""4200d""","=""""",,"=""71385.40992""","=""86416.575""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.6s""","=""1P*""","=""1""",,"=""""","=""L2138""",
"=""665.3946""","=""0.0014""","=""665.3963""","=""0.0008""","=""2400""","=""""",,"=""71364.93596""","=""86389.425""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""665.4609""","=""0.0014""","=""665.4607""","=""0.0013""","=""5900""","=""2.9e-03""",D,"=""72610.73530""","=""87633.77""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.6d""","=""1D*""","=""2""",,"=""T5520""","=""L17684""",
"=""665.5509""","=""0.0014""","=""665.55294""","=""0.00022""","=""20000""","=""5.0e-03""",C,"=""68856.35208""","=""83877.305""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.5s""","=""1P*""","=""1""",,"=""T5520,T6070""","=""L17684""",
"=""""","=""""","=""665.9312""","=""0.0018""","=""m""","=""""",,"=""71385.40992""","=""86397.83""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5d""","=""3D*""","=""3""",,"=""""","=""L17684""",
"=""666.2733""","=""0.0014""","=""666.2745""","=""0.0008""","=""5300""","=""2.2e-03""",C,"=""71364.93596""","=""86369.622""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.6s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""666.3044""","=""0.0014""","=""666.3043""","=""0.0008""","=""11000""","=""""",,"=""71385.40992""","=""86389.425""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""667.1840""","=""0.0014""","=""667.1849""","=""0.0008""","=""11000""","=""6.7e-03""",C,"=""71385.40992""","=""86369.622""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.6s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""667.4110""","=""0.0014""","=""667.4122""","=""0.0005""","=""8300""","=""3.0e-03""",C,"=""71352.54344""","=""86331.651""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.6s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""""","=""""","=""667.9649""","=""0.0005""","=""m(He I)""","=""2.2e-03""",C,"=""71364.93596""","=""86331.651""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.6s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""668.3954""","=""0.0014""","=""668.3972""","=""0.0009""","=""8400""","=""8.9e-03""",C,"=""71364.93596""","=""86321.97""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.6s""","=""3P*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""668.8787""","=""0.0014""","=""668.8799""","=""0.0005""","=""8400""","=""3.7e-03""",C,"=""71385.40992""","=""86331.651""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.6s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""671.1291""","=""0.0014""","=""671.13197""","=""0.00003""","=""3500""","=""1.0e-03""",C,"=""68856.35208""","=""83752.4388""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T6070""","=""L17684""",
"=""675.41""","=""0.03""","=""675.49729""","=""0.00003""","=""4500d""","=""""",,"=""71385.40992""","=""86185.2332""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5d""","=""1D*""","=""2""",,"=""""","=""L2138c153""",
"=""681.80""","=""0.03""","=""681.7976""","=""0.0014""","=""3800""","=""""",,"=""73975.92785""","=""88638.99""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""682.8117""","=""0.0014""","=""682.814076""","=""0.000019""","=""27000""","=""9.9e-03""",C,"=""68856.35208""","=""83497.58690""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.4d""","=""1D*""","=""2""",,"=""T5520,T6070""","=""L17684""",
"=""""","=""""","=""692.72643""","=""0.00007""","=""m""","=""""",,"=""69689.49393""","=""84121.2260""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.4d""","=""3P*""","=""0""",,"=""""","=""L17684""",
"=""""","=""""","=""693.991346""","=""0.000024""","=""m""","=""""",,"=""69710.68728""","=""84116.1152""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.4d""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""694.645""","=""0.016""","=""694.617785""","=""0.000020""","=""15000d""","=""""",,"=""69710.68728""","=""84103.1238""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.4d""","=""3P*""","=""2""",,"=""""","=""L2138c153""",
"=""696.2310""","=""0.0014""","=""696.231815""","=""0.000020""","=""4300""","=""""",,"=""69744.05213""","=""84103.1238""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.4d""","=""3P*""","=""2""",,"=""""","=""L17684""",
"=""""","=""""","=""697.02882""","=""0.00003""","=""""","=""3.3e-04""",C,"=""69689.49393""","=""84032.1471""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.4d""","=""1P*""","=""1""",,"=""T6070""","=""""",
